date,sent,buzz
2020-07-16 00:00:00+00:00,3.3435,1.0
2020-07-17 00:00:00+00:00,4.8927,2.0
2020-07-18 00:00:00+00:00,0.0,0.0
2020-07-19 00:00:00+00:00,0.0,0.0
2020-07-20 00:00:00+00:00,2.6726,1.0
2020-07-21 00:00:00+00:00,0.4999,5.0
2020-07-22 00:00:00+00:00,0.0,0.0
2020-07-23 00:00:00+00:00,0.0,0.0
2020-07-24 00:00:00+00:00,0.0,0.0
2020-07-25 00:00:00+00:00,0.0,0.0
2020-07-26 00:00:00+00:00,0.0,0.0
2020-07-27 00:00:00+00:00,0.0,0.0
2020-07-28 00:00:00+00:00,0.0,0.0
2020-07-29 00:00:00+00:00,0.2283,3.0
2020-07-30 00:00:00+00:00,0.0,0.0
2020-07-31 00:00:00+00:00,0.0,0.0
2020-08-01 00:00:00+00:00,0.0,0.0
2020-08-02 00:00:00+00:00,0.0,0.0
2020-08-03 00:00:00+00:00,0.529,5.0
2020-08-04 00:00:00+00:00,0.0,0.0
2020-08-05 00:00:00+00:00,0.0,0.0
2020-08-06 00:00:00+00:00,0.5841,4.0
2020-08-07 00:00:00+00:00,-3.8136,1.0
2020-08-08 00:00:00+00:00,-4.1259,26.0
2020-08-09 00:00:00+00:00,-4.6043,2.0
2020-08-10 00:00:00+00:00,-4.6213,4.0
2020-08-11 00:00:00+00:00,-4.7198,1.0
2020-08-12 00:00:00+00:00,2.9373,3.0
2020-08-13 00:00:00+00:00,3.2077,2.0
2020-08-14 00:00:00+00:00,0.6122,2.0
2020-08-15 00:00:00+00:00,0.0,0.0
2020-08-16 00:00:00+00:00,0.0,0.0
2020-08-17 00:00:00+00:00,-2.4344,47.0
2020-08-18 00:00:00+00:00,-2.0165,25.0
2020-08-19 00:00:00+00:00,1.1931,18.0
2020-08-20 00:00:00+00:00,1.4901,11.0
2020-08-21 00:00:00+00:00,2.4805,7.0
2020-08-22 00:00:00+00:00,0.0,0.0
2020-08-23 00:00:00+00:00,0.0,0.0
2020-08-24 00:00:00+00:00,0.4233,3.0
2020-08-25 00:00:00+00:00,5.2563,8.0
2020-08-26 00:00:00+00:00,0.2086,3.0
2020-08-27 00:00:00+00:00,1.3354,4.0
2020-08-28 00:00:00+00:00,0.0,0.0
2020-08-29 00:00:00+00:00,-2.3199,1.0
2020-08-30 00:00:00+00:00,0.0,0.0
2020-08-31 00:00:00+00:00,-0.8108,6.0
2020-09-01 00:00:00+00:00,2.8141,2.0
2020-09-02 00:00:00+00:00,2.1897,6.0
2020-09-03 00:00:00+00:00,3.8958,4.0
2020-09-04 00:00:00+00:00,0.0,0.0
2020-09-05 00:00:00+00:00,0.0,0.0
2020-09-06 00:00:00+00:00,0.0,0.0
2020-09-07 00:00:00+00:00,2.7137,3.0
2020-09-08 00:00:00+00:00,0.0,0.0
2020-09-09 00:00:00+00:00,4.8247,2.0
2020-09-10 00:00:00+00:00,5.2757,3.0
2020-09-11 00:00:00+00:00,0.5743,1.0
2020-09-12 00:00:00+00:00,0.0,0.0
2020-09-13 00:00:00+00:00,0.0,0.0
2020-09-14 00:00:00+00:00,1.7897,1.0
2020-09-15 00:00:00+00:00,1.3055,5.0
2020-09-16 00:00:00+00:00,0.2896,2.0
2020-09-17 00:00:00+00:00,-0.7917,27.0
2020-09-18 00:00:00+00:00,0.9558,3.0
2020-09-19 00:00:00+00:00,0.4992,1.0
2020-09-20 00:00:00+00:00,0.0,0.0
2020-09-21 00:00:00+00:00,0.0,0.0
2020-09-22 00:00:00+00:00,0.0,0.0
2020-09-23 00:00:00+00:00,1.8117,9.0
2020-09-24 00:00:00+00:00,5.0107,5.0
2020-09-25 00:00:00+00:00,2.6037,3.0
2020-09-26 00:00:00+00:00,0.0,0.0
2020-09-27 00:00:00+00:00,0.0,0.0
2020-09-28 00:00:00+00:00,2.1021,3.0
2020-09-29 00:00:00+00:00,-0.5491,2.0
2020-09-30 00:00:00+00:00,7.7232,2.0
2020-10-01 00:00:00+00:00,3.1987,3.0
2020-10-02 00:00:00+00:00,0.0,0.0
2020-10-03 00:00:00+00:00,0.0,0.0
2020-10-04 00:00:00+00:00,0.0,0.0
2020-10-05 00:00:00+00:00,0.0,0.0
2020-10-06 00:00:00+00:00,0.0,0.0
2020-10-07 00:00:00+00:00,0.0,0.0
2020-10-08 00:00:00+00:00,5.4838,5.0
2020-10-09 00:00:00+00:00,0.0,0.0
2020-10-10 00:00:00+00:00,0.0,0.0
2020-10-11 00:00:00+00:00,0.0,0.0
2020-10-12 00:00:00+00:00,2.7493,5.0
2020-10-13 00:00:00+00:00,4.0631,3.0
2020-10-14 00:00:00+00:00,4.3551,5.0
2020-10-15 00:00:00+00:00,3.6569,3.0
2020-10-16 00:00:00+00:00,0.0,0.0
2020-10-17 00:00:00+00:00,0.0,0.0
2020-10-18 00:00:00+00:00,0.0,0.0
2020-10-19 00:00:00+00:00,0.0,0.0
2020-10-21 00:00:00+00:00,3.1103,3.0
2020-10-22 00:00:00+00:00,4.5306,3.0
2020-10-23 00:00:00+00:00,0.0,0.0
2020-10-24 00:00:00+00:00,0.0,0.0
2020-10-25 00:00:00+00:00,0.0,0.0
2020-10-26 00:00:00+00:00,0.0,0.0
